microchip;species;sex;size;potentDangerous;neighborhood
9,66E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,66E+14;FELINO;MACHO;MEDIANO;NO;USME
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,66E+14;CANINO;HEMBRA;MINIATURA;NO;USME
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,66E+14;FELINO;MACHO;MEDIANO;NO;USME
9,66E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,66E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,66E+14;CANINO;MACHO;GRANDE;NO;USME
9,66E+14;CANINO;MACHO;GRANDE;NO;USME
9,66E+14;CANINO;MACHO;GRANDE;SI;USME
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,66E+14;CANINO;MACHO;MEDIANO;NO;USME
9,66E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,66E+14;FELINO;MACHO;MINIATURA;NO;USME
9,66E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,66E+14;CANINO;MACHO;MEDIANO;NO;USME
9,66E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,66E+14;FELINO;HEMBRA;MINIATURA;SI;USME
9,66E+14;FELINO;HEMBRA;MINIATURA;NO;USME
9,66E+14;FELINO;MACHO;GRANDE;NO;USME
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,66E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,66E+14;CANINO;MACHO;MEDIANO;NO;USME
9,66E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,66E+14;CANINO;MACHO;MEDIANO;NO;USME
9,66E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,66E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,66E+14;CANINO;MACHO;GRANDE;NO;USME
9,66E+14;CANINO;MACHO;GRANDE;NO;USME
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,66E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,66E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,66E+14;FELINO;MACHO;GRANDE;NO;USME
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,66E+14;CANINO;MACHO;MEDIANO;SI;USME
9,66E+14;CANINO;MACHO;GRANDE;NO;USME
9,66E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,66E+14;FELINO;MACHO;MEDIANO;NO;USME
9,66E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,66E+14;FELINO;MACHO;MEDIANO;NO;USME
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,66E+14;CANINO;MACHO;GRANDE;NO;USME
9,66E+14;CANINO;MACHO;MEDIANO;NO;USME
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,66E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,66E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;SI;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;SI;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,78E+14;CANINO;MACHO;MINIATURA;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;SI;USME
9,78E+14;FELINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;SI;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;SI;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;SI;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MINIATURA;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MINIATURA;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MINIATURA;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;SI;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MINIATURA;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MINIATURA;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;SI;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MINIATURA;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;SI;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;SI;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,78E+14;CANINO;HEMBRA;MINIATURA;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;SI;USME
9,78E+14;CANINO;MACHO;GRANDE;SI;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MINIATURA;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;SI;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;SI;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MINIATURA;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;SI;USME
9,78E+14;CANINO;MACHO;MINIATURA;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MINIATURA;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MINIATURA;NO;USME
9,78E+14;CANINO;MACHO;MINIATURA;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;GRANDE;SI;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;FELINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;MINIATURA;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;FELINO;MACHO;MINIATURA;NO;USME
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;FELINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USME
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USME
9,78E+14;CANINO;MACHO;GRANDE;SI;USME
